id,rank,title,release_year,audience,nationality,distributor,score,director,genre,running_time,grade,story,poster_url
365,365,마당을 나온 암탉,2011,2201722,한국,롯데쇼핑㈜롯데엔터테인먼트,8.88,오성윤,애니메이션,93분,전체 관람가,"매일 알만 낳던 운명의 암탉 잎싹은 양계장을 탈출해, 나그네와 달수의 도움으로 자유를 만끽한다. 어느날, 주인 없이 버려진 뽀얀 오리알을 발견한 잎싹은 난생 처음 알을 품게 되고... 드디어 알에서 깨어난 아기 오리 초록은 잎싹을 '엄마'로 여긴다. 족제비의 위협으로부터 안전한 늪으로 여정을 떠나는 암탉 잎싹과 청둥오리 초록. 과연 이들은 험난한 대자연 속에서 더 자유롭고 더 높이 날고 싶은 꿈을 이루어 낼 수 있을까?",https://movie-phinf.pstatic.net/20111223_113/1324639306448L7EXF_JPEG/movie_image.jpg
366,366,007 퀀텀 오브 솔러스,2008,2201300,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,7.07,마크 포스터,액션,106분,15세 관람가,"‘카지노 로얄’에서 최초의 임무를 성공적으로 완수한 007 제임스 본드. 하지만 첫사랑 베스퍼의 배신과 비극적인 죽음으로 강렬한 복수심에 휩싸인다. 한편, 진실을 밝히기 위해 M과 함께 수수께끼의 인물 미스터 화이트를 심문하던 중, 베스퍼를 죽음으로 몰고간 배후 세력이 생각보다 훨신 거대하고 위험한 조직임을 알게 된다. 게다가 MI6 내부에까지 세력이 침투해 있어 제임스 본드가 믿을 수 있는 사람은 아무도 없다는 게 밝혀진다. 비밀리에 단서를 쫓던 007은 MI6 내의 누군가가 테러 조직의 돈 세탁을 위해 아이티에 은행 계좌를 만들었다는 정보를 입수하고 곧바로 아이티로 향한다. 그곳에서 예상 밖의 아군 카밀을 만나게 되는데, 그녀 역시 독재자 메드라노 장군에게 온 가족을 몰살당한 뒤, 오직 복수만을 위해 그와 줄을 대고 있는 도미닉 그린에게 접근한다.

아이티로 날아온007은 카밀의 도움으로 마침내 냉혈한 비즈니스맨이자 조직의 배후 인물인 도미닉 그린에게 접근하는데 성공하지만, 조직의 명령을 거부하고 단독 행동에 나선 007은 CIA와 영국 정부에 쫓기는 신세가 된다. 한편, 오스트리아, 이탈리아, 남미로 이어지는 도미닉의 행로를 쫓던 007은 남미의 정권을 찬탈, 망명 중인 메드라노 장군을 복귀시키려는 계략을 꾸미고 있음을 알게 된다. 게다가 도미닉은 CIA와 영국 정부 고위층을 포함한 ‘퀀텀’이라는 비밀 조직을 결성, 세계에서 가장 중요한 천연 자원을 독점하려는 거대한 음모를 꾸미고 있었다. 배신과 살인, 음모가 난무하는 가운데, 이제 누구도 믿지 못하게 된 007은 진실을 밝히기 위해 CIA, 테러범, 그리고 심지어 M보다 한발 앞서 도미닉이 이끄는 사악한 조직 ‘퀀텀’을 제거하기 위해 직접 살인을 하거나 본인의 목숨을 내 놓아야 하는 지경에 처하는데...",https://movie-phinf.pstatic.net/20111222_210/1324531098861HC6wE_JPEG/movie_image.jpg
367,367,내 여자친구를 소개합니다,2004,2199359,한국,"씨제이엔터테인먼트,아이러브시네마",6.29,곽재용,멜로/로맨스,123분,15세 관람가,"{그녀의 이름은 ‘경진’입니다. ‘여경진’. 그녀의 이름을 말하면, 묘한 기운에 사로잡히죠. 그녀에겐 그 누구도 통제할 수 없는 그 무엇인가가 있습니다. 남자들이 가장 꿈꾸는 것은 아마 사랑하는 여자와 같이 여행을 가는 것일 겁니다. 나도 그걸 원했고, 우린 여행을 떠났습니다. 그러나 내 운명은... 아니 그녀와 처음 만났을 때부터 이야기를 시작하겠습니다.}

여순경 경진은 도망가던 소매치기를 현장에서 체포, 의기양양하게 파출소로 끌고 온다. 그러나, 수갑대신 이태리 타월에 묶여 끌려온 건, 소매치기범을 잡으려던 여학교 선생님, 고명우. 열받은 명우는 경진에게 정중한 사과를 요구하는데...

청소년 지도 단속을 위해 파출소로 찾아간 명우는 그곳에서 여순경 경진과 부딪히게 되고, 냅다(!) 도망가려던 그는 또다시 수갑이 채워진 채 하루 종일 그녀의 파트너가 되고 만다. 수갑열쇠 분실 덕분에 하룻밤을 같이 지내게 된 경진과 명우는 그로 인해 더욱 가까워진다. 이제, 그녀가 출동하면 그도 출동을 하게 된다. 그녀를 지켜주기 위해서...다!

너무나 용감하여 가끔 무모한 행동을 하는 그녀가 걱정되기 때문. 그러나 명우는 매번 범죄현장에 휘말려 경진에게 구출 당하는 신세가 되어버리고 마는데...! 그러던 어느 날, 경진은 탈옥수와의 위험한 추격전을 벌이게 되고, 평소와 다른 불안감으로 명우 또한 경진을 찾아 그 현장으로 출동을 하게 된다. 용감무쌍 여순경을 지키기 위한 사랑스런 남자의 고군분투가 시작됩니다!

{내 여자친구를 소개합니다. 내 여자친구는요, 나 때문에 많이 아파했구, 눈물도 많이 흘렸어요. 그녀의 이름은 ‘경진’입니다. ‘여경진’ 그녀의 이름을 말하면, 묘한 기운에 사로잡히죠. 그녀에겐 누구도 통제할 수 없는 그 무엇인가가 있습니다.}",https://movie-phinf.pstatic.net/20111223_16/1324586596408pX3QO_JPEG/movie_image.jpg
368,368,댄서의 순정,2005,2197555,한국,쇼이스트(주),7.84,박영훈,드라마,110분,12세 관람가,"연길에서 출발해 한국, 인천으로 향하는 훼리 안. 눈발에 뿌옇기만 하던 인천항이 보이기 시작하면서 설레임이 점점 두려움으로 변해가는 채린(문근영). 어른스럽게 화장을 하고 잔뜩 멋을 부려봤지만 어색하기만 하다. 배가 멈추면 채린은 <조선자치주 댄스선수권대회>에서 계속 우승을 해왔던 언니가 되어야 한다.

한때 최고의 선수로 촉망 받던 영새(박건형). 영새에게 파트너는 남다른 의미를 지닌다. 2년간 포기하고 있었던 자신의 꿈을 다시 찾겠다는 것과, 첫 사랑 세영을 잊겠다는 다짐. 어쩌면 이번 새로운 파트너와 3달 후에 있을 선수권대회에서 재기할 수 있을지도 모른다! 언니 대신 온 것이 밝혀지고 채린의 입국에 돈을 썼던 영새의 선배 상두는 채린을 술집에 팔아 넘긴다. 이백만원의 월급과 춤을 가르쳐 준다는 말에 희망을 잃지 않는 채린. 영새와 지냈던 며칠간의 따뜻했던 추억과, 연습실에서 본 아름다운 드레스와 슈즈를 기억하며 견뎌 내리라 다짐한다. 그러나 현실은 너무나 처절하다...

해맑은 채린의 목소리가 자꾸 귓가에 맴도는 영새. 세상물정 모르고 순진하기만 한 채린... 절대 참견하지 않으리라 맘 먹었지만 도저히 놔둘 수 없어 그녀를 데리러 간다. “너 진짜 몇 살이야?”, “스물네..살이요....”, “거짓말 하면 버리고 간다!”겉으론 냉정한 듯 해도 진심으로 걱정해주는 영새에게 고마움을 느끼는 채린. 마음속으로 되뇌어 본다. ""두 달 후면...스무 살, 아저씨를 사랑해도 되는 나이가 됩니다.”

영새에게 댄스스포츠를 배우는 채린. 영새의 전 파트너 세영이 그랑 알레그로(발레동작의 공중회전과 퀵스텝을 적용시킨 최고의 기술)를 추었다는 이야기를 들은 채린은 그 기술을 배우길 원한다. 두 사람 사이에 신뢰 이상의 감정이 생기면서 댄스는 더욱 빛을 발하고... 한편 채린을 데려왔던 상두는 채린이 발군의 실력을 보이자 영새의 전 라이벌이자 재력가인 현수를 찾아가는데...",https://movie-phinf.pstatic.net/20111222_211/1324564095902Gm54X_JPEG/movie_image.jpg
369,369,악의 연대기,2015,2192525,한국,씨제이이앤엠(주),7.61,백운학,범죄,102분,15세 관람가,"특급 승진을 앞둔 최반장은 회식 후 의문의 괴한에게 납치를 당한다. 위기를 모면하려던 최반장은 우발적인 살인을 저지르게 되고, 승진을 위해 사건을 은폐하기로 결심한다.



“내가 죽인 시체가 다시 내 눈 앞에 나타났다”



이튿날 아침, 최반장이 죽인 시체가 경찰서 앞 공사장 크레인에 매달린 채 공개되고 대한민국이 발칵 뒤집힌다. 자신이 저지른 살인 사건을 담당하게 된 최반장은 좁혀오는 수사망에 불안감을 느낀다.



“진짜는 지금부터야. 네가 어떤 놈인지 왜 그랬는지 내가 알아야 되겠어”



최반장은 자신의 실수를 덮기 위해 사건을 조작하고 재구성한다. 그러던어느 날, 경찰서로 의문의 전화가 걸려오고,한 남자가 자신이 진범이라며 경찰서에 나타나는데…



“제가 죽였습니다. 최반장님을 불러주세요”",https://movie-phinf.pstatic.net/20150423_156/1429750778654FEw2V_JPEG/movie_image.jpg
370,370,강남 1970,2015,2192172,한국,(주)쇼박스,7.13,유하,액션,135분,청소년 관람불가,"1970년, 강남땅을 향한 위험한 욕망이 춤추기 시작한다!

호적도 제대로 없는 고아로, 넝마주이 생활을 하며 친형제처럼 살던 종대(이민호)와 용기(김래

원). 유일한 안식처였던 무허가촌의 작은 판자집마저 빼앗기게 된 두 사람은 건달들이 개입된

전당대회 훼방 작전에 얽히게 되고 그 곳에서 서로를 잃어버린다.



“땅 종대, 돈 용기! 끝까지 한번 가 보자!”

3년 후, 자신을 가족으로 받아 준 조직 두목 출신 길수(정진영)의 바람과 달리, 잘 살고 싶다는

꿈 하나로 건달 생활을 하게 되는 종대. 정보와 권력의 수뇌부에 닿아있는 복부인 민마담(김지

수)과 함께 강남 개발의 이권다툼에 뛰어든 종대는 명동파의 중간보스가 된 용기와 재회하고,

두 사람은 정치권까지 개입된 의리와 음모, 배신의 전쟁터. 그 한 가운데에 놓이게 되는데…",https://movie-phinf.pstatic.net/20150112_105/1421029834668IgXTx_JPEG/movie_image.jpg
371,371,바르게 살자,2007,2190250,한국,씨제이엔터테인먼트,8.04,라희찬,코미디,102분,15세 관람가,"연이어 일어나는 은행 강도 사건으로 민심이 흉흉한 삼포시. 새로 부임한 경찰서장 이승우(손병호 분)는 유례없는 은행강도 모의훈련을 실시한다. 그러나 이 훈련을 통해 민심도 얻고, 야심도 채우려는 그에게 뜻밖의 복병이 나타난다. 어수룩하게 봤던 교통과 순경 정도만(정재영 분)이 강도로 발탁되면서 훈련이 점점 꼬이기 시작한 것이다.

대충대충 훈련이 끝나기만을 기다리는 참가자들의 바램을 무시한 채 불성실한 인질들을 설득해가며 차곡차곡 준비된 강도로서의 모범을 선보이는 정도만. 경찰이든 강도든 맡은 바 임무에 최선을 다하는 고지식한 성격 탓에 그의 머릿속엔 오로지 미션을 성공리에 끝내려는 생각뿐이다. 그의 강도 열연으로 모의훈련은 끝이 보이지 않고, 결국 특수기동대가 투입되고, TV를 통해 전국에 생중계 되는 등 훈련은 실전보다 더 빡세져 간다! 과연 이 훈련은 어떻게 끝이 날 것인가?",https://movie-phinf.pstatic.net/20111222_74/1324560950013hmyqS_JPEG/movie_image.jpg
372,372,늑대의 유혹,2004,2189453,한국,(주)쇼박스,7.68,김태균,멜로/로맨스,113분,12세 관람가,"격과 외모에서 모두 '갓 상경' 한 느낌을 풍기는 한경, 서울에서 엄마와 함께 살기 위해 말 그대로 '갓 상경'하여 강신고로 전학을 오는데... 그러나 그녀의 서울 생활은 정신적, 신체적 충격의 연속이다. 버스를 타고 가는데 어떤 놈이 던진 실내화가 머리로 날아온다. 그런데 문제는 거기서 끝나지 않는다. 실내화를 던진 반해원이란 녀석이 예삿 녀석이 아니었던 것이다. 인근 학교의 여자애들을 구름처럼 몰고 다니는 원조 킹카 반해원은 허둥대는 한경의 안쓰럽고도 귀여운 모습에 반한다. 그리고 성격대로 저돌적으로 대시한다..

문제는 옆 학교 성권고의 짱 정태성도 바로 이 정한경을 찍었다는 사실이다. 수줍은 듯한 얼굴 뒤에 숨어있는 강한 주먹과 고집으로 뭉쳐진 태성. 자존심과 사랑을 모두 건 둘의 대결은 한치의 양보도 없는 싸움으로 번지게 되고, 그러나 태성은 한경을 사랑할래야 할 수 없는 운명적인 비밀이 있고, 이를 알지 못하는 한경은 둘 다에게 상처를 주지 않는 방법을 찾기 위해 고민에 고민을 거듭한다. 결국 한경 곁을 떠나는 태성, 그리고 뒤늦게 태성의 비밀을 알게 된 한경과 해원. 그 녀석들의 가슴 아프지만 밝은 모습이 어른들조차 울린다.",https://movie-phinf.pstatic.net/20111222_16/1324556838975kfK1M_JPEG/movie_image.jpg
373,373,이상한 나라의 앨리스,2010,2182365,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,7.54,팀 버튼,판타지,108분,전체 관람가,"더 이상 소녀가 아닌 19살의 앨리스(미아 와시코우스카 분)가 어쩌다 본의 아니게 또다시 들어간 이상한 나라는 예전에 겪었던 그 이상한 나라가 아니다. 십여년 전 홀연히 앨리스가 사라진 후 이상한 나라는 독재자 붉은 여왕(헬레나 본햄 카터)이 그녀 특유의 공포 정치로 통치하고 있었던 것. 물론 하얀 토끼와 트위들디와 트위들덤 쌍둥이, 겨울잠 쥐, 애벌레와 음흉하게 웃어대는 체셔 고양이 그리고 미친 모자장수(조니 뎁 분)는 붉은 여왕의 공포 정치 속에서도 정신없는 오후의 티타임을 즐기고 있다. 마치 어제 헤어진 친구를 오늘 다시 만난 듯 앨리스의 귀환(?)을 대환영하는 미친 모자장수와 그 친구들. 손가락만큼 작아져버린 앨리스는 모자장수의 정신없는 환대와 붉은 여왕의 공포 정치를 뚫고 이번에도 무사히 집으로 돌아갈 수 있을까?!",https://movie-phinf.pstatic.net/20111223_274/1324603625649sStr4_JPEG/movie_image.jpg
374,374,맨 오브 스틸,2013,2182227,미국,워너브러더스 코리아(주),7.88,잭 스나이더,액션,143분,12세 관람가,"무차별적인 자원 개발로 멸망위기에 처한 크립톤 행성. 행성 최고의 과학자 조엘(러셀 크로우)은 갓 태어난 아들 칼엘(헨리 카빌)을 지키기 위해 크립톤 행성의 꿈과 희망을 담아 지구로 보낸다.

자신의 존재를 모른 채 지구에서 클락이라는 이름으로 자란 칼엘은 남들과 다른 능력 때문에 주변 사람들로부터 거부를 당하고, 아버지(케빈 코스트너)로부터 우주에서 온 자신의 비밀을 듣게 되면서 혼란에 빠진다.

한편, 크립톤 행성의 반란군 조드 장군(마이클 섀넌)은 파괴된 행성을 다시 재건할 수 있는 모든 유전자 정보가 담긴 코덱스가 칼엘에게 있다는 것을 알고 그를 찾아 부하들을 이끌고 지구에 온다. 이제 칼엘은 자신을 거부하던 사람들이 사는 지구의 존폐를 두고 최강의 적 조드 장군과 피할 수 없는 운명의 전쟁을 시작하는데…

가슴의 ‘S’마크가 뜻하는 ‘희망’의 이름으로, 칼엘은 이제 지구인들이 추구해야 할 이상이며, 사람들이 기적을 만들도록 돕는 수퍼맨으로 거듭난다.",https://movie-phinf.pstatic.net/20130522_254/1369216857325A4vgn_JPEG/movie_image.jpg
375,375,로건,2017,2169109,미국,이십세기폭스코리아(주),9.06,제임스 맨골드,액션,137분,청소년 관람불가,"가까운 미래, 능력을 잃어가는 ‘로건(울버린)’은

멕시코 국경 근처의 한 은신처에서 병든 ‘프로페서 X’를 돌보며 살아간다.

세상으로부터 자신을 숨기며 살아가고자 했던 ‘로건’은 정체불명의 집단에게 쫓기는 돌연변이 소녀

‘로라’를 만나게 되고, 그녀를 지키기 위해 모든 것을 건 대결을 펼치게 되는데…",https://movie-phinf.pstatic.net/20170511_70/1494464362009nw0gc_JPEG/movie_image.jpg
376,376,황해,2010,2167426,한국,"(주)쇼박스,이십세기폭스코리아(주)",7.84,나홍진,범죄,156분,청소년 관람불가,"연변에서 택시를 모는 구남은 빚더미에 쌓여 구질구질한 일상을 살아간다. 한국으로 돈 벌러 간 아내는 6개월째 소식이 없고, 돈을 불리기 위해 마작판에 드나들지만 항상 잃을 뿐이다. 그러던 어느 날, 살인청부업자 면가에게서 한국 가서 사람 한 명 죽이고 오라는 제안을 받는다. 절박한 현실에서 선택의 여지가 없는 구남은 빚을 갚기 위해, 그리고 아내를 만나기 위해 황해를 건넌다.

매서운 바다를 건너 서울로 온 구남은 틈틈이 살인의 기회를 노리면서 동시에 아내의 행방을 수소문한다. 하지만, 자신의 눈 앞에서 목표물이 살해 당하는 것을 목격한 구남은 살인자 누명을 쓴 채 경찰의 추적을 피해 도망친다. 한편 청부살인을 의뢰한 태원은 모든 증거를 인멸하기 위해 구남을 처리하려 하고, 연변에 있던 면가 또한 황해를 건너와 구남을 쫓기 시작하는데…",https://movie-phinf.pstatic.net/20111223_205/1324629742378RJsDQ_JPEG/movie_image.jpg
377,377,원더 우먼,2017,2165401,미국,워너브러더스 코리아(주),7.69,패티 젠킨스,액션,141분,12세 관람가,"아마존 데미스키라 왕국의 공주 ‘다이애나 프린스’(갤 가돗)는

전사로서 훈련을 받던 중 최강 전사로서의 운명을 직감한다.

때마침 섬에 불시착한 조종사 ‘트레버 대위’(크리스 파인)를 통해

인간 세상의 존재와 그 곳에서 전쟁이 일어나고 있음을 알게 된다.



신들이 주신 능력으로 세상을 구하는 것이 자신의 사명임을 깨달은 다이애나는

낙원과 같은 섬을 뛰쳐나와 1차 세계 대전의 지옥 같은 전장 한가운데로 뛰어드는데…",https://movie-phinf.pstatic.net/20170518_127/1495067025096yKWjY_JPEG/movie_image.jpg
378,378,초능력자,2010,2164805,한국,(주)넥스트엔터테인먼트월드(NEW),6.68,김민석,SF,114분,15세 관람가,"규남이 일하는 작고 외진 전당포, ‘유토피아’. 돈을 훔치러 들어온 초인이 사람들을 조종하기 시작하지만 초인의 통제를 벗어나 누군가가 힘겹게 움직이기 시작한다. 그 주인공은 바로 초능력이 통하지 않는 단 한 사람은 바로 규남이다.

당황한 초인은 사람을 죽이고 그 장면은 고스란히 CCTV에 담겨진다. 그 날부터 초인은 자신의 조용한 삶을 한 순간에 날려버릴 결정적 단서를 손에 쥔 규남을, 규남은 자신의 평화로운 일상을 쑥대밭으로 만들어 놓은 초인을 쫓기 시작하는데…

아무도 초인의 존재를 믿어주지 않는 가운데 홀로 괴물 같은 상대와 싸움을 벌여야 하는 규남과 자신의 능력이 통하지 않는 상대와 싸워야 하는 초인, 두 남자의 피할 수 없는 대결이 시작된다!",https://movie-phinf.pstatic.net/20111223_179/1324626012857BRHBe_JPEG/movie_image.jpg
379,379,내 사랑 내 곁에,2009,2160265,한국,씨제이엔터테인먼트,7.03,박진표,드라마,121분,12세 관람가,"몸이 조금씩 마비되어가는 루게릭병을 앓고 있는 종우(김명민). 유일한 혈육인 어머니마저 돌아가시던 날, 종우는 어린 시절 한 동네에서 자란 장례지도사 지수(하지원)와 운명처럼 재회하고 사랑에 빠진다. 1년 뒤 결혼식을 올린 두 사람의 신혼보금자리는 바로 병원. 종우는 숟가락 하나 손에 쥐는 것도 힘겨운 처지지만 늘 곁을 지켜주는 아내 지수가 있어 어느 때보다 행복하고, 누구보다 투병의지가 강하다.

전신마비나 식물인간 상태의 중환자들이 모인 6인실 병동. 비슷한 아픔을 지닌 병동 식구들과 서로 격려하고 위로 받으며 지내는 사이 회복세를 보이는 환자도 수술의 희망을 찾게 된 환자도 하나 둘 생겨난다. 그러나 종우의 상태는 점점 나빠져만 가고, 병을 쿨하게 받아들이고 투병의지를 불태우던 종우도 하루하루 변해가는 자신의 몸을 지켜보는 게 점점 더 두려워진다. 그리고 마침내, 그토록 피하고 싶었던 언어장애가 시작되는데…….",https://movie-phinf.pstatic.net/20111223_124/1324590015319ihgR4_JPEG/movie_image.jpg
380,380,마이 웨이,2011,2142622,한국,"에스케이플래닛(주),씨제이이앤엠(주)",7.17,강제규,드라마,137분,15세 관람가,"1938년 경성. 제 2의 손기정을 꿈꾸는 조선청년 준식(장동건)과 일본 최고의 마라톤 대표선수 타츠오(오다기리 조). 어린 시절부터 서로에게 강한 경쟁의식을 가진 두 청년은 각각 조선과 일본을 대표하는 세기의 라이벌로 성장한다. 그러던 어느 날, 준식은 예기치 못한 사건에 휘말려 일본군에 강제 징집되고 그로부터 1년 후, 일본군 대위가 된 타츠오와 운명적인 재회를 하게 된다. 2차 세계대전의 거대한 소용돌이에 던져진 두 청년은 중국과 소련, 독일을 거쳐 노르망디에 이르는 12,000Km의 끝나지 않는 전쟁을 겪으며 점차 서로의 희망이 되어가는데… 적으로 만나 서로의 희망이 된 조선과 일본의 두 청년 국적을 초월한 인간애의 드라마가 시작된다!",https://movie-phinf.pstatic.net/20111224_109/13246554789677iLlv_JPEG/movie_image.jpg
381,381,나의 사랑 나의 신부,2014,2141155,한국,씨네그루(주)다우기술,8,임찬상,멜로/로맨스,111분,15세 관람가,"4년의 연애 끝에 결혼에 골인한 대한민국 보통 커플, 영민(조정석)과 미영(신민아).

마냥 행복할 줄만 알았던 달콤한 신혼생활도 잠시.

사소한 오해와 마찰들이 생기며 ‘결혼의 꿈’은 하나 둘씩 깨지기 시작하는데….

이 결혼, 과연 잘 한 걸까?



도대체 말이 안 통하는 철부지 남편 ‘영민’ 사사건건 잔소리만 늘어가는 아내 ‘미영’

정말 사랑해서 결혼했는데 왜 이렇게 힘든 걸까?



상상하고 꿈꿔 온 결혼, 그 이상의 ‘속’ 깊은 이야기가 펼쳐진다!",https://movie-phinf.pstatic.net/20140915_276/1410743528390C7H2D_JPEG/movie_image.jpg
382,382,겟 아웃,2017,2138146,미국,유니버설픽쳐스인터내셔널 코리아(유),8.26,조던 필,미스터리,104분,15세 관람가,흑인 남자가 백인 여자친구 집에 초대 받으면서 벌어지는 이야기,https://movie-phinf.pstatic.net/20170512_76/1494564316131VmHQY_JPEG/movie_image.jpg
383,383,범죄의 재구성,2004,2129358,한국,(주)쇼박스,8.78,최동훈,범죄,116분,청소년 관람불가,"사기 전과로 출소한지 한 달, 최창혁(박신양)은 흥미로운 사기 사건을 계획한다. 그것은 바로 '꾼'들이라면 한번쯤 꿈꾸는 사상 최대 규모의 한국은행 사기극. 다섯 명의 최고 '꾼'이 한 팀을 이뤘다. 완벽한 시놉시스 개발자 최창혁(박신양)을 비롯, 사기꾼들의 대부 '김선생'(백윤식), 최고의 떠벌이 '얼매'(이문식), 타고난 여자킬러 '제비', 환상적인 위조기술자 '휘발류'. 그러나 그들은 서로를 믿지 못한다. 목표는 하나! 하지만 그들은 모두 서로 다른 속셈을 가지고 있다. 이들은 과연, 성공 할 수 있을까?

난공불락 '한국은행'이 당했다. 그러나 결과는 사라지고 없다! 한국 은행 50억 인출 성공! 그러나 결과는 없다. 모두 뿔뿔히 흩어지고, 돈은 사라졌다. 분명 헛점이 없었던 완벽한 계획. 무엇이 문제였던 것인가? 수사망이 좁혀지면서 부상당한 '얼매'가 체포되고, 도망을 다니던 '휘발류'는 도박장에서 잡힌다. '제비' 또한 빈털터리인 채 싸늘한 시체로 발견 된다. 그렇다면 이 모든 것이 아직 행방이 묘연한 '김선생'의 또 다른 사기극? 아니면 이 사기극을 계획했던 '최창혁'의 또 다른 시놉시스?

사건을 추적하던 '차반장'(천호진)과 경찰은, 한국은행 사기극의 덜미를 잡게 된 결정적 계기가 한 여자의 제보 전화라는 것을 알아낸다. 용의자로 떠오른 이는 팜므파탈 사기꾼 서인경(염정아). 김선생의 동거녀인 그녀는, 한국 은행 극에 끼지 못했지만 항상 그들의 곁을 맴돌고 있었던 것. 그럼, 그녀가 결정적인 제보자?",https://movie-phinf.pstatic.net/20111222_277/1324552513048rsEN9_JPEG/movie_image.jpg
384,384,사랑,2007,2123815,한국,롯데쇼핑㈜롯데엔터테인먼트,7.82,메이블 청,드라마,120분,15세 관람가,"<사랑: 세 도시 이야기>는 전쟁 통에 헤어진 남녀의 애절한 사랑을 섬세하게 그려낸 대하드라마로 중일전쟁 당시, 과부와 홀아비였던 유에롱(탕웨이)과 다오롱(유청운)은 운명적인 만남을 통해 깊은 사랑에 빠진다. 하지만 국민당 스파이였던 다오롱은 살해의 위협에 시달리고, 일본군의 폭격이 심각한 상황에까지 이르자 유에롱과 다오롱은 안휘를 거쳐 홍콩으로 이주하려고 한다. 그러나 다오롱만 탈출에 성공하게 되고, 그는 홍콩에서 유에롱이 오기만을 기다린다. 그러한 과정에서 유에롱과 다오롱이 홍콩에서 어렵사리 재회하여 낳은 아들 ‘항생’이 바로 성룡이다.",https://movie-phinf.pstatic.net/20161021_136/1477013820750RNsJu_JPEG/movie_image.jpg
385,385,세븐 데이즈,2007,2120741,한국,(주)프라임엔터테인먼트,9.06,원신연,범죄,125분,청소년 관람불가,"승률 100%의 냉혈 변호사 지연은 뛰어난 실력으로 스포트라이트를 받지만, 하나뿐인 딸에게는 빵점짜리 엄마. 모처럼 엄마 노릇을 하기 위해 딸의 운동회에 참가하지만, 눈깜짝할 사이에 딸이 납치당한다. 그리고 걸려온 전화 한 통. 아이를 살리고 싶다면, 7일 내에 살인범 정철진을 빼내라! 7일이라는 제한된 시간동안 완벽한 살인범 정철진을 석방시키기 위한 지연의 분투가 시작된다.",https://movie-phinf.pstatic.net/20120127_206/1327645723391luuVn_JPEG/movie_image.jpg
386,386,굿바이 싱글,2016,2108273,한국,(주)쇼박스,8.09,김태곤,코미디,119분,15세 관람가,"대한민국 대표 독거스타의 임신 스캔들!

이번엔 제대로 사고쳤다!



온갖 찌라시와 스캔들의 주인공인 톱스타 ‘주연’(김혜수)

그러나 점차 내려가는 인기와 남자친구의 공개적 배신에 충격을 받고,

영원한 내 편을 만들기 위해 대책 없는 계획에 돌입하게 되는데!



대표 독거스타의 임신 발표는 전국민 스캔들로 일이 커지고,

‘주연’(김혜수)의 불알친구이자 스타일리스트인 ‘평구’(마동석)와 소속사 식구들이 안절부절하며 뒷수습에 동분서주 하는데…



통제불능 여배우! 그녀의 무모한 계획은 계속 될까?!",https://movie-phinf.pstatic.net/20160519_248/1463650220674Q7dRl_JPEG/movie_image.jpg
387,387,이클립스,2010,2105050,미국,(주)넥스트엔터테인먼트월드(NEW),7.39,데이빗 슬레이드,판타지,124분,12세 관람가,"불멸의 사랑을 위해 뱀파이어가 되기로 결심한 벨라. 제이콥은 벨라의 선택을 가로막으며 자신을택하도록 종용하고 이로 인해 에드워드와의 갈등은 더욱 심해진다. 한편 시애틀에서 의문의 연쇄살인사건이 일어나고 에드워드는 곧 이 사건의 배후를 알게 되지만 벨라에게는 비밀로 하는데…

신생 뱀파이어 군대. “뱀파이어가 된 것을 환영한다” 에드워드와 벨라가 소멸한 연인의 복수를 위해 빅토리아가 새롭게 창조한 뱀파이어 집단. 이들은 심한 갈증으로 인해 그 어떤 뱀파이어보다도 강하고 잔인하다. 그 중에서도 리더이자 최고의 초능력을 가진 라일리는 컬렌-퀼렛 연합군에게 가장 위협적인 존재.

컬렌가-퀼렛족 연합군. “목숨을 건 전쟁이 될 거다” 뱀파이어 에드워드의 컬렌가와 늑대인간 제이콥의 퀼렛족은 오래 전부터 서로를 노려온 적대관계. 벨라로 인해 더욱 갈등이 고조되지만 신생 뱀파이어들의 공격을 막기 위해 두 종족은 단호한 결단으로 연합군 결성을 이룬다.

볼투리 가. “우린 두 번의 기회는 주지 않아”뱀파이어 최고의 권력집단. 타인의 기억과 생각을 모두 읽고 고통을 주는 능력으로 모든 뱀파이어들이 가장 두려워하는 종족. 벨라를 뱀파이어로 만들겠다는 에드워드의 약속이 지켜지지 않자 컬렌가를 찾아온다.",https://movie-phinf.pstatic.net/20111223_190/1324618554891KRdPI_JPEG/movie_image.jpg
